id,Park Code,Name,Street,Suburb,Easting,Northing,Latitude,Longitude
671,D1249,EUGENIA STREET PARK,EUGENIA ST,RICHLANDS,"496,515.16","6,948,705.57",-27.58555839,152.9646912
672,D2612,EUNGELLA TERRACE PARK,SANCTUARY DR,FOREST LAKE,"498,107.07","6,943,367.72",-27.63395755,152.9808717
673,D1003,EVA STREET PARK,RIGEL ST,COORPAROO,"506,880.71","6,957,162.34",-27.50919869,153.0696679
674,D1842,EVELYN ROAD PARK,KIANAWAH RD,WYNNUM WEST,"514,290.04","6,963,523.50",-27.45171267,153.144613
675,D1930,EVERGREEN PLACE PARK,ROSEWOOD PL,MURARRIE,"509,096.11","6,962,099.07",-27.46461707,153.0920619
676,D1924,EWAN PLACE PARK,EWAN PL,BRACKEN RIDGE,"502,796.13","6,977,375.61",-27.32672672,153.0282646
677,D1822,EYRE PLACE PARK,LEICHHARDT PL,DREWVALE,"505,981.03","6,941,058.34",-27.65458723,153.0606385
678,D3092,F.R.CATERSON PARK,MT GRAVATT-CAPALABA RD,MANSFIELD,"511,257.93","6,953,463.92",-27.54255843,153.1140221
679,D2495,FABIAN PLACE PARK,FABIAN PL,BRACKEN RIDGE,"504,429.22","6,977,366.80",-27.32680196,153.0447727
680,D0375,FAIRFIELD PARK,FAIRFIELD RD,FAIRFIELD,"502,633.07","6,957,789.94",-27.50354762,153.0266587
681,D0380,FAIRFIELD ROAD PARK (NO.282),FAIRFIELD RD,FAIRFIELD,"502,185.04","6,956,841.94",-27.51210688,153.0221244
682,D1556,FAIRFIELD ROAD PARK (NO.989A),FAIRFIELD RD,YEERONGPILLY,"500,982.43","6,953,922.22",-27.53846732,153.0099499
683,D0377,FAIRVIEW STREET PARK,VICTORIA TCE,ANNERLEY,"502,587.61","6,957,400.77",-27.50706114,153.0261993
684,D0014,FALLON PARK,FALLON ST,EVERTON PARK,"499,054.70","6,968,765.67",-27.40446084,152.9904378
685,D0819,FALSTAFF STREET PARK,FALSTAFF ST,SUNNYBANK HILLS,"505,118.26","6,946,390.76",-27.60645089,153.0518686
686,D2136,FANNINGS CORNER,PAYNE RD,THE GAP,"495,485.38","6,963,788.73",-27.44938576,152.9543137
687,D1997,"FANNY STREET PARK (NOS.17,19&23)",FANNY ST,ANNERLEY,"503,107.63","6,957,137.70",-27.509435,153.0314652
688,D0941,FATHER JACK MADDEN PLACE PARK,TATHRA ST,STAFFORD,"501,720.19","6,968,475.67",-27.40707824,153.0174011
689,D0010,FAULKNER PARK,LEYBOURNE ST,GRACEVILLE,"498,426.21","6,956,201.82",-27.51788675,152.984064
690,D0548,FAUNA PARADE PARK,BOOBOOK ST,ROCKLEA,"501,456.86","6,952,666.97",-27.54979914,153.0147563
691,D1048,FAVERSHAM STREET PARK,FAVERSHAM ST,WOOLLOONGABBA,"503,838.79","6,958,581.02",-27.49640296,153.0388636
692,D1978,FEDERATION STREET PARK,FEDERATION ST,WYNNUM WEST,"515,019.87","6,963,445.95",-27.45240496,153.1519996
693,D0378,FEHLBERG PARK,BRISBANE CSO,YERONGA,"501,822.65","6,956,993.80",-27.51073651,153.0184548
694,D0846,FELDT STREET PARK,FELDT ST,MOOROOKA,"503,135.86","6,954,315.63",-27.53491234,153.0317583
695,D0829,FELSPAR STREET PARK,FELSPAR ST,EIGHT MILE PLNS,"508,377.39","6,949,531.59",-27.57807981,153.0848749
696,D0017,FENWICK PARK,SAMFORD RD,MITCHELTON,"497,151.38","6,967,863.42",-27.41260377,152.9711825
697,D0718,FERGUSON PARK (BRACKEN RIDGE),BARRETT ST,BRACKEN RIDGE,"503,645.79","6,978,342.12",-27.31799894,153.0368506
698,D0132,FERGUSON PARK (ENOGGERA),SAMFORD RD,ENOGGERA,"498,768.37","6,967,047.39",-27.41997341,152.9875396
699,D0066,FERGUSON ROAD PARK,FERGUSON RD,SEVEN HILLS,"507,717.20","6,959,718.97",-27.48611311,153.0781212
700,D2018,FERNDALE PLACE PARK (NO8),FERNDALE PL,UPR KEDRON,"491,810.77","6,967,798.09",-27.41317196,152.917155
701,D2115,FERNWOOD PLACE PARK,FERNWOOD PL,TAIGUM,"504,256.41","6,974,929.74",-27.34880466,153.0430343
702,D0148,FERNY GROVE PICNIC GROUND PARK,SAMFORD RD,FERNY GROVE,"493,969.69","6,968,945.02",-27.40282871,152.939001
703,D1090,FIDDLEWOOD CRESCENT PARK,FIDDLEWOOD CRES,BELLBOWRIE,"488,078.54","6,950,801.48",-27.56658887,152.8792313
704,D1675,FIDDLEWOOD PLACE PARK,ARBOUR ST,BRIDGEMAN DOWNS,"499,295.02","6,972,609.41",-27.36832567,152.9927865
705,D0313,FIFTEEN MILE CORNER,TEESDALE ST,CORINDA,"497,399.96","6,953,182.91",-27.54513962,152.9736657
706,D0954,FIFTH AVENUE PARK,TRISTANIA DR,BARDON,"497,888.39","6,961,475.39",-27.4702764,152.9786272
707,D1018,FIG TREE COMMON PARK,ERROGIE PL,FIG TREE POCKET,"495,504.36","6,955,422.66",-27.52491441,152.9544747
708,D0260,FIG TREE POCKET RIVERSIDE RESERVE,MANDALAY ST,FIG TREE POCKET,"497,325.01","6,953,507.69",-27.54220739,152.9729073
709,D1992,FIG TREE POCKET ROAD PARK (NO.233A),FIG TREE POCKET RD,FIG TREE POCKET,"495,367.21","6,956,058.31",-27.51900178,152.9534064
710,D0996,FIG TREE POINT PARK (ROAD RESERVE),ESPLANADE,LOTA,"519,071.18","6,961,623.04",-27.46881131,153.1930271
711,D0079,FIG TREE RESERVE,EAGLE ST,BRISBANE,"502,926.80","6,961,751.26",-27.46778439,153.0296231
712,D2181,FIGTREE PLACE PARK,FIGTREE PL,WAKERLEY,"514,961.56","6,959,878.78",-27.48460988,153.1514536
713,D0158,FIHELLY STREET PARK,FIHELLY ST,KEPERRA,"496,081.21","6,968,556.64",-27.40634274,152.9603586
714,D1241,FINNEY ROAD PARK,FINNEY RD,INDOOROOPILLY,"497,026.46","6,957,958.91",-27.50202149,152.9698945
715,D0491,FINSBURY PARK,FINSBURY ST,NEWMARKET,"501,455.57","6,964,816.15",-27.44011685,153.0147286
716,D0977,FISHERMAN'S BEND PARK,FISHERMANS BEND,BALMORAL,"506,730.96","6,962,852.61",-27.45782792,153.06812
717,D1034,FITZGERALD STREET PARK,FITZGERALD ST,MORNINGSIDE,"506,664.97","6,960,681.00",-27.47743348,153.0674642
718,D1448,FLAME TREE CRESCENT PARK,FLAME TREE CRES,CARINDALE,"509,817.39","6,956,356.30",-27.51636442,153.0994949
719,D0750,FLAMETREE STREET PARK,FLAMETREE ST,BRIDGEMAN DOWNS,"500,171.77","6,974,908.21",-27.34900566,153.0017367
720,D2140,FLEMING RD (NO 241) PARK,FLEMING RD,HEMMANT,"512,572.79","6,962,494.72",-27.46101741,153.1272454
721,D1118,FLEMING ROAD PARK,WYNNUM RD,TINGALPA,"513,671.53","6,961,966.39",-27.46577656,153.1383713
722,D1140,FLETCHER PARADE PARK (NO.85),FLETCHER PDE,BARDON,"498,556.15","6,963,991.79",-27.44755919,152.985389
723,D0183,FLETCHER PARADE PARK (NOS.161-231),FLETCHER PDE,BARDON,"498,191.61","6,963,630.34",-27.45082198,152.9816995
724,D1255,FLINDERS CRESCENT PARK (NO.56),FLINDERS CRES,FOREST LAKE,"496,575.22","6,945,435.68",-27.61507853,152.9652904
725,D0684,FLOCKTON STREET PARK,LANCHESTER ST,STAFFORD HTS,"500,155.90","6,969,724.17",-27.39580773,153.0015768
726,D1861,FLORENCE PLACE PARK,FLORENCE PL,OXLEY,"496,427.53","6,952,033.34",-27.55551555,152.9638132
727,D1455,FLORIBUNDA PLACE PARK,FLORIBUNDA ST,SUNNYBANK HILLS,"504,601.19","6,947,799.10",-27.59373857,153.0466232
728,D0455,FLOWER STREET PARK,FLOWER ST,NORTHGATE,"506,178.11","6,970,214.23",-27.39136948,153.0624876
729,D0502,FLYNN OVAL PARK,CARTWRIGHT ST,WINDSOR,"503,363.00","6,964,928.94",-27.43909524,153.0340292
730,D0609,FORBES PARK,ILEX ST,INALA,"496,961.51","6,948,618.34",-27.586347,152.9692135
731,D0843,FORD ROAD PARK,FORD RD,BURBANK,"515,186.46","6,948,176.96",-27.59024988,153.1538773
732,D1508,FOREST LAKE BOULEVARD PARK (NO 9A),FOREST LAKE BLVD,FOREST LAKE,"495,065.37","6,946,962.83",-27.60161392,152.950047
733,D1505,FOREST LAKE BOULEVARD PARK (NO.70),FOREST LAKE BLVD,FOREST LAKE,"495,470.43","6,946,074.67",-27.60930659,152.954096
734,D1213,FOREST LAKE LIONS PARK,FOREST LAKE BLVD,FOREST LAKE,"495,253.96","6,946,127.14",-27.60561532,152.9515849
735,D2159,FORMATION STREET PARK (ROAD RESERVE),FORMATION ST,WACOL,"492,811.20","6,946,766.61",-27.60304835,152.9271507
736,D2089,FORMBY ST (NO49) PARK,FORMBY ST,CALAMVALE,"503,525.61","6,944,746.89",-27.62129652,153.0357335
737,D1853,FORMOSA ROAD PARK,FORMOSA RD,GUMDALE,"514,858.34","6,958,691.15",-27.49533281,153.1504233
738,D1853,FORMOSA ROAD PARK,FORMOSA RD,GUMDALE,"514,925.60","6,958,598.01",-27.49617294,153.1511054
739,D1853,FORMOSA ROAD PARK,FORMOSA RD,GUMDALE,"514,984.39","6,958,669.14",-27.49553014,153.1516996
740,D2176,FORT ROAD BUSHLANDS,CLIVEDEN AVE,OXLEY,"496,746.36","6,952,960.71",-27.54714416,152.9670452
741,D0077,FOUNTAIN RESERVE,EAGLE ST,BRISBANE,"502,981.22","6,961,945.58",-27.46602992,153.0301734
742,D1419,FOXTON STREET PARK (NO.130),FOXTON ST,MORNINGSIDE,"507,388.17","6,960,949.52",-27.47500551,153.0747829
743,D0426,FOXTON STREET PARK (NO.41A),FOXTON ST,INDOOROOPILLY,"497,237.97","6,957,768.56",-27.50374039,152.9720355
744,D0308,FRANCIS OUTLOOK PARK,DEWAR TCE,CORINDA,"497,671.60","6,954,106.36",-27.53680331,152.9764188
745,D0309,FRANCIS STREET PARK,FRANCIS ST,CORINDA,"497,466.95","6,953,999.94",-27.53776363,152.974346
746,D0236,FRANK ROBERTS PARK,CHARLOTTE ST,WAVELL HEIGHTS,"505,043.55","6,969,808.14",-27.39504039,153.0510139
747,D0727,FRANK SLEEMAN PARK,ZILLMERE RD,BOONDALL,"505,751.93","6,973,557.52",-27.36131797,153.0587416
748,D0162,FRANK WATERS PARK,DORRINGTON DR,ASHGROVE,"499,186.30","6,965,131.93",-27.43726657,152.9917665
749,D1100,FRANQUIN CRESCENT PARK,WESTPARK PL,KURABY,"509,757.30","6,947,570.51",-27.59577487,153.0988712
750,D0222,FRED CAMPBELL PARK,ZILLMERE RD,ASPLEY,"502,008.90","6,973,857.31",-27.35849187,153.0203127
751,D0975,FRED FRANCIS PARK,BRACKEN RIDGE RD,BRACKEN RIDGE,"503,935.25","6,978,860.93",-27.31331416,153.0397746
752,D0975,FRED FRANCIS PARK,BRACKEN RIDGE RD,BRACKEN RIDGE,"504,208.96","6,978,606.30",-27.31561223,153.042542
753,D0216,FREDERICK ANNAND PARK,WEBSTER RD,CHERMSIDE WEST,"501,933.44","6,971,522.17",-27.37957388,153.0195534
754,D1316,FREE STREET PARK,FREE ST,NEWMARKET,"500,275.88","6,964,353.00",-27.44429899,153.0027917
755,D1202,FREMONT STREET PARK,DELAPINE PL,SVTN MILE ROCKS,"495,975.43","6,952,928.16",-27.54743594,152.9592367
756,D0549,FRENEY STREET PARK,FRENEY ST,ROCKLEA,"501,712.20","6,952,406.63",-27.5521492,153.017343
757,D0854,FRINTON STREET PARK,FRINTON ST,WISHART,"509,684.79","6,952,411.51",-27.55207154,153.0980976
758,D0596,FURSDEN ROAD PARK,FURSDEN RD,CANNON HILL,"510,872.76","6,959,881.37",-27.48462538,153.1100634
759,D1788,FUSCHIA STREET PARK,LYTTON RD,HEMMANT,"511,623.83",6964018,-27.44727372,153.1176267
760,D0773,GABWINA STREET PARK,GABWINA ST,FIG TREE POCKET,"495,388.18","6,955,451.75",-27.52465135,152.9532983
761,D1509,GADDES PARK,EVENWOOD ST,COOPERS PLAINS,"504,100.95","6,949,811.69",-27.57557078,153.0415475
762,D1175,GAFFNEY STREET PARK,GAFFNEY ST,CARINA HEIGHTS,"509,733.90","6,957,889.51",-27.50261638,153.0985509
763,D0785,GAGARRA STREET PARK,GAGARRA ST,EIGHT MILE PLNS,"508,809.66","6,948,978.08",-27.58307406,153.0892584
764,D0915,GAGER STREET PARK,LISTER ST,SUNNYBANK,"505,649.34","6,949,527.92",-27.57812704,153.0572359
765,D1335,GAINSBOROUGH AVENUE PARK,REMBRANDT WAY,MACKENZIE,"512,419.92","6,953,472.48",-27.54247099,153.1257908
766,D0356,GAIR PARK,ANNERLEY RD,DUTTON PARK,"502,702.47","6,958,543.07",-27.49674824,153.0273597
767,D2129,GARDEN ROAD PARK,PROGRESS RD,RICHLANDS,"494,876.23","6,947,539.98",-27.59607596,152.9480804
768,D2117,GARDENS DRIVE (NO 54) PARK,GARDENS DR,WILLAWONG,"503,111.78","6,946,715.06",-27.60352932,153.031534
769,D2116,GARDENS DRIVE (NO 78) PARK,GARDENS DR,WILLAWONG,"503,043.51","6,946,398.58",-27.60638658,153.030843
770,D2106,GARDENS DRIVE PARK (NO 14),GARDENS DR,WILLAWONG,"502,756.50","6,946,684.86",-27.60380272,153.0279338
771,D2105,GARDENS DRIVE PARK (NO 15),GARDENS DR,WILLAWONG,"502,787.25","6,946,277.96",-27.60650178,153.0278057
772,D1160,GARRETT PARK,KALANDA ST,RUNCORN,"508,081.79","6,948,238.36",-27.58975662,153.0818887
773,D0055,GARTH WEBB PARK,STANLEY RD,CAMP HILL,"508,494.77",6959459,-27.48845543,153.0859943
774,D2617,GAWLER CRESCENT PARK,NORRIS RD,BRACKEN RIDGE,"502,404.34","6,977,505.88",-27.32555137,153.0243039
775,D0657,GEEBONG PARK,MURPHY RD,GEEBUNG,"504,001.72","6,972,699.17",-27.36894328,153.0404667
776,D1061,GEMSTONE CRESCENT PARK,WATSON RD,ACACIA RIDGE,"501,585.14","6,947,975.99",-27.59214848,153.0160617
777,D0758,GEORGE BRIDGES PARK,MAYFIELD RD,MOOROOKA,"503,187.27","6,954,382.91",-27.5343049,153.0322788
778,D0518,GEORGE CLAYTON PARK,LOWER ESP,MANLY,"518,293.54","6,964,084.58",-27.44659928,153.1851192
779,D0011,GEORGE SCARLETT PARK,PRATTEN ST,CORINDA,"498,470.82","6,952,770.69",-27.54886271,152.9845113
780,D2082,GHOSTGUM CLOSE PARK,GHOSTGUM CL,TAIGUM,"504,557.76","6,976,115.27",-27.33810058,153.0460767
781,D1091,GIBBINS STREET PARK,GIBBINS ST,SUNNYBANK HILLS,"505,111.80","6,946,582.76",-27.60471762,153.0518023
782,D1198,GIBSON CRESCENT PARK,PIONEER CRES,BELLBOWRIE,"486,865.20","6,951,530.22",-27.55999864,152.8669477
783,D0204,GIBSON PARK,NICOL ST,STAFFORD,"501,405.65","6,967,860.11",-27.4126359,153.0142199
784,D0404,GIBSON PLACE PARK,MONACO ST,HOLLAND PK WEST,"505,710.61","6,955,095.26",-27.5278655,153.0578303
785,D1684,GIBSON PLACE PARK (NO 18),GIBSON PL,BROOKFIELD,"491,833.94","6,957,041.75",-27.51028023,152.917317
786,D0025,GIFFIN PARK,BIRUBI ST,COORPAROO,"505,504.02","6,959,870.50",-27.48475581,153.0557164
787,D0191,GILBERT PARK,FULCHER RD,RED HILL,"499,701.79","6,963,907.97",-27.44831668,152.9969823
788,D0496,GILBERT ROAD PARK,UXBRIDGE ST,GRANGE,"502,199.50","6,966,965.65",-27.42147575,153.0224433
789,D1092,GILDOR SRTEET PARK,GILDOR ST,BOONDALL,"505,597.22","6,974,942.25",-27.34868687,153.0565906
790,D1721,GINKO CLOSE PARK,JAGERA CRCT,TAIGUM,"504,405.38","6,975,825.48",-27.34071728,153.0445373
791,D0009,GIRAWEEN PARK,VERNEY RD EAST,GRACEVILLE,"498,852.96","6,955,798.39",-27.52152929,152.9883848
792,D1692,GLADSTONE STREET PARK (NOS 48-58),GLADSTONE ST,COORPAROO,"505,374.05","6,959,070.67",-27.49197717,153.0544044
793,D0605,GLADSTONE STREET PARK (NOS 63-67),GLADSTONE ST,COORPAROO,"505,250.42","6,959,042.46",-27.49223234,153.0531529
794,D0318,GLADSTONE STREET PARK (NOS.14-18),LINCOLN ST,OXLEY,"497,832.53","6,951,984.57",-27.5559588,152.9780448
795,D1760,GLASSHOUSE CRESCENT PARK,GLASSHOUSE CRES,FOREST LAKE,"497,479.63","6,945,096.23",-27.61814506,152.9744558
796,D0184,GLEN HARDING PARK,COOPERS CAMP RD,ASHGROVE,"497,941.98","6,963,592.43",-27.4511639,152.9791733
797,D2011,GLEN PARADE PARK (NO.6),GLEN PDE,ASHGROVE,"498,377.14","6,963,782.83",-27.44944553,152.9835772
798,D1670,GLEN RETREAT ROAD PARK,FRASERS RD,MITCHELTON,"496,943.10","6,967,399.44",-27.41679217,152.9690744
799,D0881,GLENALWYN STREET PARK,GLENALWYN ST,HOLLAND PARK,"508,335.95","6,956,267.07",-27.51727294,153.0844086
800,D1047,GLENAVON STREET PARK,GLENAVON ST,BELMONT,"512,083.58","6,959,604.30",-27.48711646,153.1223231
801,D0421,GLENCAIRN AVENUE PARK,GLENCAIRN AVE,INDOOROOPILLY,"498,405.19","6,957,004.60",-27.51063923,152.9838522
802,D1800,GLENEAGLES CRESCENT PARK,ALBAN ST,OXLEY,"498,728.68","6,949,744.20",-27.57399232,152.987073
803,D1208,GLENEFER STREET PARK,GLENEFER ST,RUNCORN,"506,852.19","6,947,148.69",-27.59960076,153.069436
804,D1834,GLENELLA STREET PARK,GLENELLA ST,THE GAP,"495,288.69","6,964,487.36",-27.44307779,152.952326
805,D1525,GLENFERRIE PLACE PARK,GLENFERRIE PL,THE GAP,"493,909.24","6,962,803.75",-27.458272,152.9383588
806,D1507,GLENGYLE PLACE PARK,HOMESTEAD WAY,FOREST LAKE,"495,888.51","6,946,159.47",-27.60854236,152.9583332
807,D3126,GLENHAVEN PLACE PARK,BLUNDER RD,DURACK,"498,397.58","6,948,923.16",-27.58359762,152.9837644
808,D0971,GLENLINTON STREET PARK,GLENLINTON ST,HOLLAND PARK,"507,980.58","6,956,390.44",-27.5161613,153.0808093
809,D0057,GLINDEMANN DRIVE PARK,HOLLAND RD,HOLLAND PARK,"506,542.41","6,955,962.54",-27.52003202,153.0662491
810,D0057,GLINDEMANN DRIVE PARK,HOLLAND RD,HOLLAND PARK,"506,727.67","6,955,870.85",-27.52085896,153.0681255
811,D0064,GLINDEMANN PARK,LOGAN RD,HOLLAND PK WEST,"506,828.35","6,955,360.55",-27.52546539,153.069148
812,D1733,GLORIOUS WAY PARK,GLORIOUS WAY,FOREST LAKE,"497,469.00","6,945,262.73",-27.61664184,152.9743484
813,D0250,GOLD CREEK RESERVE,JONES RD,BROOKFIELD,"491,451.79","6,962,286.08",-27.46293239,152.9134846
814,D1562,GOLD CREEK ROAD PARK,GOLD CREEK RD,BROOKFIELD,"486,709.79","6,962,402.80",-27.46184056,152.8654928
815,D1417,GOLDEN OAK CRESCENT PARK,COWELL ST,CARINDALE,"511,449.14","6,955,319.74",-27.52580265,153.1159412
816,D2111,GOLDEN PLACE PARK,BROOKSIDE PL,LOTA,"518,319.25","6,961,912.21",-27.46621106,153.1854122
817,D1169,GOMAN STREET PARK,MORDEN RD,SUNNYBANK HILLS,"503,964.45","6,949,148.35",-27.58155973,153.0401668
818,D1114,GOODENIA RESERVE,MACLEAN ST,BRIGHTON,"505,689.63","6,979,930.09",-27.30365542,153.0575016
819,D2432,GOODMAN PLACE PARK,MURARRIE RD,MURARRIE,"510,877.61","6,962,178.91",-27.46388319,153.1100918
820,D1116,GOODWIN PARK,BRISBANE CSO,YERONGA,"501,351.64","6,957,330.45",-27.50769776,153.0136853
821,D1147,GOOGIE CRESCENT PARK,BORDEAUX ST,EIGHT MILE PLNS,"509,297.68","6,948,904.87",-27.58373172,153.0942035
822,D0807,GOOLMAN STREET PARK,GOOLMAN ST,CHAPEL HILL,"494,058.14","6,958,234.97",-27.49951948,152.9398433
823,D2042,GORDON CRESCENT,GORDON CRES,WAKERLEY,"515,125.07","6,960,354.43",-27.48031387,153.1531029
824,D0202,GORDON PARK PLAYGROUND PARK,KHARTOUM ST,GORDON PARK,"502,740.55","6,967,673.30",-27.41432041,153.0277246
825,D0906,GORDON STREET PARK,CRAIG ST,BRIGHTON,"504,851.39","6,979,923.08",-27.30372195,153.04903
826,D0297,GORDON THOMSON PARK,ROSEBERY TCE,CHELMER,"497,579.07","6,957,111.97",-27.50966872,152.9754877
827,D0839,GORMAN CRINNEN PARK,CONDAMINE ST,RUNCORN,"506,601.19","6,946,238.87",-27.60781572,153.0668975
828,D0103,GOULD ROAD PARK,GOULD RD,HERSTON,"502,036.66","6,964,545.60",-27.44255871,153.020609
829,D1242,GOWAN ROAD PARK,GOWAN RD,CALAMVALE,"505,546.86","6,944,048.09",-27.62914768,153.0567812
830,D0873,GOWER STREET PARK,GOWER ST,TOOWONG,"497,559.50","6,959,922.21",-27.48429799,152.9752953
831,D0303,GRACEVILLE AVENUE PARK,GRACEVILLE AVE,GRACEVILLE,"499,382.06","6,955,363.00",-27.52546029,152.9937424
832,D0300,GRACEVILLE MEMORIAL PARK,OXLEY RD,GRACEVILLE,"497,670.76","6,956,231.93",-27.51761382,152.9764144
833,D0824,GRACEVILLE RIVERSIDE PARKLANDS,NADINE ST,GRACEVILLE,"499,165.97","6,955,717.32",-27.52226139,152.9915545
834,D1035,GRAHAM LORD PARK,NEWNHAM RD,MT GRAVATT EAST,"509,230.27","6,954,547.58",-27.5327906,153.0934774
835,D1764,GRANARD STREET PARK,IPSWICH RD,ROCKLEA,"501,007.00","6,952,018.21",-27.55565645,153.0102002
836,D1615,GRANDVIEW PLACE PARK,GRANDVIEW PL,CARINDALE,"512,062.23","6,956,291.97",-27.51702012,153.1221399
837,D1758,GRANDVIEW ROAD PARK,GRANDVIEW RD,PULLENVALE,"489,803.16","6,954,693.45",-27.53146673,152.8967352
838,D0499,GRANGE FOREST PARK,RAYMONT RD,GRANGE,"501,042.39","6,967,419.75",-27.41661188,153.0105455
839,D0499,GRANGE FOREST PARK,RAYMONT RD,GRANGE,"501,106.75","6,966,936.48",-27.42097476,153.011197
840,D0515,GREEN CAMP ROAD PARK,RICKERTT RD,RANSOME,"516,754.04","6,959,910.29",-27.48430442,153.1695981
841,D1430,GREEN HILL RESERVOIR PARK,RUSSELL TCE,CHAPEL HILL,"495,805.71","6,958,672.98",-27.49557168,152.9575376
842,D1237,GREENDALE WAY PARK,CRIBB RD,CARINDALE,"511,400.15","6,955,953.94",-27.5200776,153.1154391
843,D0002,GREENE PARK,GLENORA ST,WYNNUM,"517,075.83","6,965,251.09",-27.43608394,153.1727803
844,D1290,GREENFERN PLACE PARK,GREENFERN PL,FERNY GROVE,"492,613.37","6,969,108.49",-27.40134619,152.9252823
845,D1389,GREENHILLS PARK,GRAHAM ST,ALDERLEY,"499,974.92","6,966,026.11",-27.42919408,152.9997463
846,D1096,GREENMONT CLOSE PARK,GREENMONT CL,ASHGROVE,"496,739.66","6,963,465.22",-27.45231001,152.9670057
847,D1355,GREENOCK PLACE PARK,GREENOCK PL,FERNY GROVE,"491,875.45","6,968,289.73",-27.40873382,152.9178126
848,D1617,GREENWAYS ESPLANADE PARK,GREENWAYS ESP,PARKINSON,"501,958.19","6,942,428.19",-27.64223241,153.0198508
849,D1617,GREENWAYS ESPLANADE PARK,GREENWAYS ESP,PARKINSON,"502,184.37","6,942,891.19",-27.63562843,153.0207089
850,D0478,GREGORY PARK,BAROONA RD,PADDINGTON,"499,961.57","6,961,866.61",-27.4667461,152.999611
851,D0568,GRENIER PARK,OXLEY ST,ACACIA RIDGE,"501,928.10","6,949,390.76",-27.57937577,153.0195346
852,D0920,GREVILLEA PARK,TOGAR ST,MANSFIELD,"509,412.13","6,954,210.72",-27.53583046,153.0953217
853,D0739,GREY GUM PARK,RODE RD,STAFFORD HTS,"500,270.94","6,970,042.32",-27.39181249,153.0036738
854,D2996,GREY GUMS PARK,ROBINSON PL,KELVIN GROVE,"501,341.20","6,963,539.56",-27.4516421,153.0135727
855,D0159,GRINSTEAD PARK,SHAND ST,ALDERLEY,"500,133.61","6,967,320.38",-27.4175094,153.0013517
856,D0872,GROSS AVENUE PARK,GROSS AVE,HEMMANT,"512,491.46","6,962,727.23",-27.45703557,153.1266026
857,D0802,GROVE PARK,PINETREE PL,RUNCORN,"507,750.06","6,947,107.11",-27.59997129,153.0785347
858,D0156,GROVELY SPORTSGROUND PARK,HANRAN ST,KEPERRA,"495,937.40","6,968,925.62",-27.40301107,152.9589051
859,D1189,GUBBERLEY STREET PARK,FAIRHOLME ST,KENMORE,"494,307.16","6,956,907.07",-27.51098527,152.941958
860,D1189,GUBBERLEY STREET PARK,FAIRHOLME ST,KENMORE,"494,361.20","6,956,960.67",-27.51102511,152.9429056
861,D1019,GUM NUT NOOK,BOULTING ST,MCDOWALL,"498,472.48","6,971,078.70",-27.38357808,152.9845512
862,D2513,GUMDALE STREET PARK,GUMDALE ST,WAKERLEY,"516,454.82","6,959,295.94",-27.48985441,153.1665775
863,D1716,GUMNUT STREET PARK,ROGHAN RD,TAIGUM,"504,691.49","6,975,787.42",-27.34105999,153.0474299
864,D1075,GUS DAVIES PARK,CHARLOCK RD,BALD HILLS,"502,012.62","6,979,538.86",-27.30719784,153.020341
865,D0408,GUYATT PARK,HIRON ST,ST LUCIA,"500,128.20","6,958,912.80",-27.49341302,153.0012979
866,D2145,GYMPIE RD (NO 1) PARK,PARK TCE,KEDRON,"503,544.42","6,967,782.50",-27.41333271,153.0358566
867,D1520,GYMPIE ROAD PARK (NO.998),GYMPIE RD,CHERMSIDE,"502,827.78","6,971,504.68",-27.37973027,153.0285982
868,D2232,HABITAT DRIVE PARK,HABITAT DR,WAKERLEY,"516,070.63","6,959,553.70",-27.48753193,153.1626848
869,D1329,HABITAT PLACE PARK,HABITAT PL,BRIDGEMAN DOWNS,"499,078.85","6,972,368.96",-27.37193005,152.9906848
870,D3115,HABITAT PLACE SOUTH PARK,HABITAT PL,DREWVALE,"505,398.71","6,942,442.43",-27.64209449,153.0547284
871,D1210,HAIR PARK,BEENLEIGH RD,RUNCORN,"508,210.84","6,947,013.18",-27.6008166,153.0832046
872,D1138,HAKEA CRESCENT PARK,HAKEA CRES,CHAPEL HILL,"494,452.21","6,958,018.52",-27.50147522,152.943832
873,D0501,HALFORD PARK,BLANDFORD ST,GRANGE,"500,909.23","6,967,126.13",-27.41926274,153.0091986
874,D0501,HALFORD PARK,BLANDFORD ST,GRANGE,"500,985.84","6,967,028.78",-27.42014156,153.0099737
875,D1648,HALIFAX STREET PARK,MULGRAVE CRES,FOREST LAKE,"497,573.86","6,945,462.01",-27.61484296,152.9754115
876,D0883,HAM ROAD PARK,HAM RD,MANSFIELD,"510,219.99","6,953,233.47",-27.54464711,153.1035116
877,D0168,HAMILTON PARK,KINGSFORD SMITH DR,HAMILTON,"506,462.24","6,964,898.14",-27.43936208,153.0653897
878,D1854,HAMILTON ROAD QUARRY PARK,HAMILTON RD,CHERMSIDE WEST,"500,374.89","6,971,387.22",-27.38079359,153.0037914
879,D1463,HAMISH STREET PARK,MURPHY ST,CALAMVALE,"504,352.80","6,945,008.79",-27.61892979,153.0441164
880,D1755,HAMPSTEAD STREET PARK,HAMPSTEAD ST,FOREST LAKE,"495,500.22","6,943,763.59",-27.6301707,152.9543893
881,D1214,HANCOCK PARK - PINE VILLAGE PARK,HUON PL,FOREST LAKE,"496,111.24","6,945,480.10",-27.61533399,152.9606321
